"Path","Category","Size","SHA256","TrackedOrIgnored","Producer","Consumers","LastKnownStage","Reason","Evidence","ReplacementPath","RecoveryPath","RiskLevel","DeletionPermitted","ValidationRequired"
".venv/Lib/site-packages/coverage/__pycache__/sqldata.cpython-312.pyc","QUARANTINE_CANDIDATE","60970","AA64AA8B7D794B2ABD2260D639E29639B3A5C47C81B5A024A4E71B4525CB6892","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/sqlitedb.cpython-312.pyc","QUARANTINE_CANDIDATE","12174","81371DEB8C101D4B01DFE7D98C16DC56CDA0858B1C21955D31F3A695E8D37C2A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/sysmon.cpython-312.pyc","QUARANTINE_CANDIDATE","22059","D2F917C9085A0CDB84FFE3D516A54CF4CF1DD59B96B31082EA451C1813130C20","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/templite.cpython-312.pyc","QUARANTINE_CANDIDATE","13664","7F2ABD3B3279DD96694367B1608476E5E944AC143EC7CE26CC7C3E42AB9F6C81","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/tomlconfig.cpython-312.pyc","QUARANTINE_CANDIDATE","10551","9B8B2C57A609CB664431BE1E03898AAF474784FB31B2C9FC0B24B61D8BDC072B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/types.cpython-312.pyc","QUARANTINE_CANDIDATE","7412","6ED8BB59909159B532AA67795A179573984CE047381C74FD15FC0C7A08282250","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/version.cpython-312.pyc","QUARANTINE_CANDIDATE","1193","18C5CCCF17BF653F2C5112D930005487F2222B3E266099CA229CFE0F6D22E1EE","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/xmlreport.cpython-312.pyc","QUARANTINE_CANDIDATE","13151","A7E2CF31D539CADD01C1184AC0F0D8F38279BEBBC067921894F85C44F3EEDB5A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","734","8D445F68972B3DA8DA9DB9F96EA0794BD4AFAAB55AC1B6A342F5DDB55DCFE7D4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/coverage/__pycache__/__main__.cpython-312.pyc","QUARANTINE_CANDIDATE","386","DC09AA065DE32C2D5D9C8B360C11E824A0E039228E2805D7D673C793D66D1779","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/_soft_rw/__pycache__/_async.cpython-312.pyc","QUARANTINE_CANDIDATE","11824","8D48E64F7DCCDDD75E85766EEBF59529A53632AB5AF6FBCDEF8CC4D6C20CB8B8","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/_soft_rw/__pycache__/_sync.cpython-312.pyc","QUARANTINE_CANDIDATE","40969","5E1FE276C9E5461DC89B879C489C0C691DEEE5526D289109317CA0A001159134","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/_soft_rw/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","521","9B5389368B25E3E19FAFDA61D3F56FD90EF11A83016F3B896AB4A32E50276EA7","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/asyncio.cpython-312.pyc","QUARANTINE_CANDIDATE","17386","AF576A78D6F6CBAB0DE4188488884614AB8E5246DEA08219675FEE9A5CE9D80D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/version.cpython-312.pyc","QUARANTINE_CANDIDATE","610","44B5927487DF5138EA60DFF4BA6CEA29BE6AFD8DF4B981D2AE6E837542BCAA1D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_api.cpython-312.pyc","QUARANTINE_CANDIDATE","24467","28659A02B992E44D1CDBA0B283F7C15258FE5102AE506729A660FE8427C5240C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_async_read_write.cpython-312.pyc","QUARANTINE_CANDIDATE","11095","0071E520E2F48ECDFC34A8B706CE930117DA9202D556CB1F91C2FCCEA79CC4CB","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_error.cpython-312.pyc","QUARANTINE_CANDIDATE","1733","68C45B4D501E754E769DDC21701B09B99FDCF157CC868B818A11A90262175A47","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_read_write.cpython-312.pyc","QUARANTINE_CANDIDATE","18238","D5FC0097B9896811BE75D8258D81FAEA0275C298EDBC079BC7F3D4593EA280D1","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_soft.cpython-312.pyc","QUARANTINE_CANDIDATE","11181","7347CB4427DD5261E06ACD033C2DB172513F82F4F35901F8F95354E695B9259E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_unix.cpython-312.pyc","QUARANTINE_CANDIDATE","5971","B6E43FE7D6FAABA5890541B27BFD326709CBD6CC0850FAB928C75100F1CB5B82","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_util.cpython-312.pyc","QUARANTINE_CANDIDATE","1979","F5E6159855BE0EF5851A8DBAFE12E174D3CF25BAE82EF2BB56AA8C495CF3266F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/_windows.cpython-312.pyc","QUARANTINE_CANDIDATE","4948","86FD517C5C9AE8A6780C885E2B2835E43FD4A9D86D18F208C98CDBD65E490980","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/filelock/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","2017","963FDDADA1D88E41BEF5EBC0E42A73228CE0F54A322C6394A3378AA0DFB55B71","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/arrow.cpython-312.pyc","QUARANTINE_CANDIDATE","14070","3077A476CFEB7409CF312175505742DDCA0AE66421227DCD693F74CD906480E8","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/asyn_wrapper.cpython-312.pyc","QUARANTINE_CANDIDATE","5563","85189FE1A267089DD53723A267A59C2BD6E4976FA44DB88CD01D1CE2E7FF88CA","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/cached.cpython-312.pyc","QUARANTINE_CANDIDATE","47818","9C128E55C27CBCE94D14272DB8526267D70E2C480D4F123279D8A503421C0E5A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/cache_mapper.cpython-312.pyc","QUARANTINE_CANDIDATE","3975","2660A38C7531FEA67E72DDBBDB7284B4A13BF27F4B2DED0FBC30D1C76DEF201A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/cache_metadata.cpython-312.pyc","QUARANTINE_CANDIDATE","11104","7306FD3DCDE856E50EAEE0B27C91E30B8D145DF63D7338903ED87909B924C8D7","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/chained.cpython-312.pyc","QUARANTINE_CANDIDATE","1062","285B8E7BF0213A252BFA1133B28DAE66DA5520498A1F24C9AD23D382C626F61C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/dask.cpython-312.pyc","QUARANTINE_CANDIDATE","7076","1C32F9C1B9CCF974DBDA2EB1785DBA3DF33ACFC736AFC0323B46931AA57C0A4E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/data.cpython-312.pyc","QUARANTINE_CANDIDATE","2977","C098195E24D4BA34AF5671B3B63DE6F52B4393D57FC23C0F8844109554DAEF4D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/dbfs.cpython-312.pyc","QUARANTINE_CANDIDATE","19423","60408AD9E89264470FB4F00C6D18B3EEBC7606A5BB681BC425D7C102405859AA","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/dirfs.cpython-312.pyc","QUARANTINE_CANDIDATE","25576","8A6149A954DA74A6A86A3B2BE025228308CA41304CC5FD58EDEB924E0CB5BFE1","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/fsspec/implementations/__pycache__/ftp.cpython-312.pyc","QUARANTINE_CANDIDATE","19576","1A12F3D53F2BAF7253357BB075747CCBACD717576B6A74F672B2CED332BFE156","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
